,Unnamed: 0,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
341,341,BLOOM,তারা,3.0,bn," । গত শনিবার রাতে গুলশান থানার ডিউটি অফিসার ডিআইও মোহাম্মদ কামরুজ্জামানকে গ্রেফতারের পর রোববার দুপুরে এ খবর পাওয়া গেছে।
গতকাল সোমবার বেলা ১১টার দিকে গুলশান মডেল থানার এসআই আবদুল হামিদ ভূঁইয়া জানান, মোহাম্মদ কামরুজ্জামানকে গ্রেফতারের বিষয়ে এখন আমরা আনুষ্ঠানিকভাবে কিছু বলতে পারবো না।
ওসি মোহাম্মদ কামরুজ্জামান গুলশান ২ নম্বরে বসুন্ধরা আবাসিক এলাকার ৩য় তলার একটি বাসায় ভাড়া ভাড়া থাকতেন। গুলশান থানার ডিউটি অফিসার হিসেবে কর্মরত ছিলেন তিনি।
বাঘাইছড়ি প্রতিনিধি: বাঘাইছড়ি উপজেলার বিভিন্ন পয়েন্টে পাহাড়ী ও বাঙ্গালী জনগনকে সতর্ক থাকার নির্দেশ দিয়েছে বর্ডার গার্ড বাংলাদেশ-বিজিবি। রবিবার থেকে এই নির্দেশনা দেয়া হয়েছে",Neutral,6901,Formal,13,2164,2022-11-10T15:43:50.625209Z,2022-11-10T15:43:50.625233Z,5.963
342,342,BLOOM,তারা,3.0,bn,রিফাতকে হত্যা করতে সক্ষম হয়েছে। ঘটনার পর থেকে তাদের কাউকেই গ্রেপ্তার করতে পারেনি পুলিশ। নিহত রিফাত হত্যাকাণ্ডের পর  পালিয়ে যায়।’,Neutral,6900,Formal,13,2163,2022-11-10T15:43:43.348867Z,2022-11-10T15:43:43.348890Z,2.176
343,343,BLOOM,তারা,3.0,bn," বলে এ দেশে এই ধরণের ঘটনা ঘটেনি। অথচ আমরা জানি এই দেশের আইন মানার জন্য সরকারই যথেষ্ট নয়। সরকারের দায়িত্ব শুধু আইন বাস্তবায়ন নয়, বরং মানুষের অধিকার নিশ্চিত করা। সরকারের দায়িত্ব শুধু এই দেশের নাগরিকের নিরাপত্তা এবং তাদের মৌলিক অধিকার রক্ষা করা নয়।",Neutral,6899,Formal,13,2162,2022-11-10T15:43:39.456679Z,2022-11-10T15:43:39.456701Z,2.085
344,344,BLOOM,তারা,3.0,bn," তাদের কাংখিত লক্ষ্যে পৌঁছতে পারবেন ।’তবে তিনি এ সময় আশার কথা বলেন, ‘আমাদেরকে এ বছর নতুন লক্ষ্য তৈরি করতে হবে। লক্ষ্য তৈরি করতে হবে, আমরা কোথায় যেতে চাই। আমরা কিভাবে এগুচ্ছি, কোন পথে এগুচ্ছি। তা ঠিক করতে হবে। আমাদের লক্ষ্য কী হওয়া উচিত, তা নির্ধারণ করতে হবে। এ ক্ষেত্রে আমারা যেন পিছিয়ে না পড়ি।’এই লক্ষ্যে কাজ করে যাওয়ার জন্য আগামী ৩০ জুলাই ‘ঢাকা ডায়নামাইটস ফ্র্যাঞ্চাইজি ডে’ আয়োজন করবে বলেও জানান সাকিব। ফ্র্যাঞ্চাইজির নতুন এই লক্ষ্য নিয়ে মাঠে নামলে তাদের শিরোপা জেতার সম্ভাবনা থাকবে বলেও আশাবাদ ব্যক্ত করেন সাকিব।",Neutral,6898,Informal,13,2161,2022-11-10T15:43:36.132911Z,2022-11-10T15:43:36.132983Z,8.616
345,345,BLOOM,তারা,3.0,bn,"। আমি একজন মানুষ। আমার কাছ থেকে এমন কিছু আশা করা যায় না।’ এর আগে সংবাদ সম্মেলনে আইসিসির চেয়ারম্যান শশাঙ্ক মনোহরের পক্ষ থেকে বলা হয়, ‘চূড়ান্ত স্কোয়াডে থাকছেন তিনি।’",Neutral,6897,Formal,13,2160,2022-11-10T15:43:26.302334Z,2022-11-10T15:43:26.302356Z,5.214
346,346,BLOOM,তারা,3.0,bn,"  যে-কোনভাবে পেতে চায়। সুতরাং এইভাবে তাদের আচরণ করতে হয়, তা ঠিক হতে পারে না।’
‘পুঁজিবাজারে তালিকাভুক্ত প্রতিষ্ঠানগুলো তাদের রিটেইল কাস্টমারদের পণ্য ও সেবা সরবরাহের সময়সীমা বাড়ানোর ব্যাপারে সম্মত হয়েছে। এ ব্যাপারে নীতিগতভাবে  সম্মত হয়েছ। তবে সময়সীমার বিষয়ে এখনও চূড়ান্ত কোনো সিদ্ধান্ত নেওয়া হয়নি। কারণ তাদের পণ্য ও সেবার গুণগত মানও বিবেচনায় আনা হবে।’
‘ঢাকা স্টক এক্সচেঞ্জকে আমরা মনে করি, এই মুহূর্তে পুঁজিবাজারে তালিকাভুক্ত কোনো কোম্পানি যাতে তার শেয়ারের মান ধরে রাখতে পারে, সে জন্য শেয়ারের লেনদেনের সময়সীমা বাড়াতে আমরা প্রস্তাব দিয়েছি।’
‘প্রযুক্তির কল্যাণে মানুষের জীবনকে",Neutral,6896,Formal,13,2159,2022-11-10T15:43:19.768836Z,2022-11-10T15:43:19.768863Z,4.633
347,347,BLOOM,তারা,3.0,bn," না। আমি তাদের পরামর্শ করছি না। আমার কাছে অনুরোধ করেছেন,  যেন কোন ধরণের অপ্রীতিকর ঘটনা ঘটিয়ে না দেন। এমন ঘটনা যাতে না ঘটে সেজন্য  অনুরোধ করেছিলেন। আমি বলেছি, আপনারা কেউ যদি কোনো অপ্রীতিকর ঘটনা করেন তাহলে আপনারা নিজেই আপনাদের বিরুদ্ধে ব্যবস্থা গ্রহণ করুন।’
গত রোববার দুপুর ১২টার দিকে নিজ কার্যালয়ে রাজশাহী মহানগর পুলিশের পক্ষ থেকে বিশেষ মোনাজাতের আয়োজন করা হয়। মোনাজাত পরিচালনা করেন মহানগর পুলিশ কমিশনার গোলাম রুহুল কুদ্দুস। উপস্থিত ছিলেন মহানগর পুলিশের পুলিশ কমিশনার চৌধুরী আবদুল্লাহ আল মামুন। অনুষ্ঠানে মহানগর পুলিশ, মহানগর দায়রা জজ আদালত, মহানগর জজ কোর্ট, মহানগর বিচারিক হাকিম, মহানগর লিগ্যাল এইড ও লিগ্যাল সার্ভিস, মহানগর সরকারি কৌঁ",Neutral,6895,Formal,13,2158,2022-11-10T15:43:13.606323Z,2022-11-10T15:43:13.606347Z,2.327
348,348,BLOOM,তারা,3.0,bn," তাদের বর্জন করেছেন। আর এ নিয়ে তীব্র ক্ষোভ প্রকাশ করেছেন বিএনপি চেয়ারপারসন খালেদা জিয়া।
বৃহস্পতিবার বেলা ১টায় গণমাধ্যমের পক্ষ থেকে বিএনপির চেয়ারপারসনের রাজনৈতিক কার্যালয়ে এক সাংবাদিক সম্মেলনে এ কথা বলেন বিএনপির সহ-দপ্তর সম্পাদক তাইফুল ইসলাম টিপু।
বিএনপির মহাসচিব বলেন, সরকার বিরোধী আন্দোলনসহ সবকিছুকে দমন করার জন্য আমাদের বিরুদ্ধে জবরদস্তিমূলক মামলা করা হচ্ছে। এর আগে বিএনপি যেসব মামলা করেছিল, সেগুলো রাজনৈতিক উদ্দেশ্যপ্রণোদিত এবং উদ্দেশ্যমূলক। তবে মামলা প্রত্যাহার এবং গ্রেফতারদের মুক্তি দাবি করছি।
তিনি বলেন, ‘সরকার মিথ্যা মামলার মাধ্যমে বিএনপির নেতা-কর্মীদের গ্রেফতার করতে চাইছেন। আমাদের নেতা-কর্মীরা কেউ কোনো রাজনৈতিক উদ্দেশে নয়, কোনো সন্ত্রাসী গোষ্ঠীর বিরুদ্ধে নয়।’
মির্জা ফখরুল",Neutral,6894,Formal,13,2157,2022-11-10T15:43:09.981996Z,2022-11-10T15:43:09.982068Z,1.839
349,349,BLOOM,তারা,3.0,bn," ভাতা উত্তোলন করার দাবিতে গত ১ মাস ধরে ক্যাম্পাসে অনির্দিষ্ট কালের জন্য অবস্থান করছেন। ভাতা না দেওয়ায়  আন্দোলন করেছেন।
বিশ্ববিদ্যালয়ের ভিসি প্রফেসর ড. এ কে এম গোলাম রাব্বানীর সঙ্গে কথা হলে তিনি বলেন, আমি শুনেছি  আন্দোলন করছেন। আমি বিষয়টি দেখব। এরপর ব্যবস্থা নেবেন।
শিক্ষকরা জানান, দীর্ঘদিন পর বেতন-ভাতা বাড়ানো হলেও শিক্ষার্থীদের কেউ কোনো দাবি না মেনে অনশনরত অবস্থায় রয়েছেন। আগামী রোববার পর্যন্ত অনশন কর্মসূচি চলবে বলেও শিক্ষার্থীরা জানান।
ছাত্রলীগ ও ভিসি অফিসে উপাচার্য প্রফেসর ড. এ কে এম গোলাম রাব্বানীর সঙ্গে আলোচনায় শিক্ষার্থীদের দাবি না মানায় আজ রোববার সকাল ৯টার দিকে উপাচার্য অফিস চত্বর থেকে বিক্ষোভ মিছিল শুরু করে শিক্ষার্থীরা। মিছিলটি ক্যাম্প",Neutral,6893,Formal,13,2156,2022-11-10T15:43:06.185447Z,2022-11-10T15:43:06.185473Z,6.437
350,350,BLOOM,তারা,3.0,bn,", আর কেউ যদি বলে যে, হে আমার বান্দা! যদি তুমি আল্লাহর পথে খরচ কর, তাহলে তার জন্য রয়েছে পুরস্কার, নিশ্চয়ই আল্লাহকে জান্নাতে প্রবেশের ব্যাপারে জিজ্ঞেস করো না।”",Neutral,6892,Formal,13,2155,2022-11-10T15:42:57.521355Z,2022-11-10T15:42:57.521379Z,2.128
351,351,BLOOM,কিন্তু,3.0,bn," সে শুধু তাই নয়, তাকে আবার সেই প্যালেসের দিকে ডাকলো। এদিকে সে কথা বলতে বলতে পিছন থেকে একটি ঘোড়া এসে ঘুড়ি ঘুড়ি শব্দ করছে। শ্যাওলা দেখতে পেয়ে তাকে ঘোড়ার ঘুড়ি ঘুড়ি শব্দ শুনে শ্যাওলা বুঝতে পারে এ ঘোড়া যেন তার স্বামীকে ডাকছে। আর সে স্বামীকে খুঁজে বের করার জন্য ঘুড়ি শব্দ করে যাচ্ছে। শ্যাওলা ঘুড়ি দেখতে পেয়ে ঘোড়াকে ঘুড়ি ঘুড়ি শব্দ করতে দেখে বুঝতে পারে এর পিছনে একজন ঘোড়াই সে ঘোড়ার ঘুড়ি ঘুড়ি শব্দ করছে।",Neutral,6891,Informal,13,2154,2022-11-10T15:42:53.944411Z,2022-11-10T15:42:53.944436Z,5.807
352,352,BLOOM,কিন্তু,3.0,bn,", அதே நேரத்தில் அவர்களிடையே எந்தப் பிரிவும் தோன்றாது, ஒற்றுமும் தோன்றாது. சரி..., மாஸ் காமெடி படங்களைத் தவிர்த்துவிடுங்கள்.",Neutral,6890,Incohesive,13,2153,2022-11-10T15:42:45.817915Z,2022-11-10T15:42:45.817941Z,2.532
353,353,BLOOM,কিন্তু,3.0,bn," না। তাকে দেখেই বোঝা গেছে, কানে হেডফোন। তবে তার সঙ্গে আরও একজন মানুষ ছিল। তিনিও খুব দ্রুত পালিয়ে গেছে।’
রেস্টুরেন্ট কর্তৃপক্ষ জানান, প্রায় সন্ধ্যা সোয়া ছয়টার দিকে এই ঘটনা ঘটে। তারা বিষয়টি পুলিশকে অবহিত করেছেন। বিষয়টি তদন্ত করে দেখা হচ্ছে।
‘হিটলারের নির্দেশেই এই হত্যাকাণ্ড’—এই অভিযোগের প্রেক্ষিতে সোমবার বিকেলে নগরীর কোতোয়ালি থানায় জিডি করেছেন পুলিশের পরিদর্শক আব্দুল আওয়াল।",Neutral,6889,Formal,13,2152,2022-11-10T15:42:41.567260Z,2022-11-10T15:42:41.567286Z,11.357
354,354,BLOOM,কিন্তু,3.0,bn," যে ব্যক্তি তার প্রতিপালক ছাড়া কাউকে দাসত্ব দিবার পক্ষপাতি না, সে আল্লাহর জন্য দাসত্ব স্বীকার করে নিল, অতঃপর সে যেন তার কর্মে কোনরূপ অনিচ্ছা করে কিংবা তার কর্মে কোনরূপ অসন্তোষ না হয়, তবে তাকে কোনোরূপ অপরাধ হতে বাঁচানোর জন্য আল্লাহর কাছে প্রার্থনা করা উচিত। আর তা যে আল্লাহই করবে তা যদি তাদের জন্যে কল্যাণকর হয়, তবুও কি তারা তা করবে না? বরং আল্লাহ তাদের জন্যে সর্বোত্তম জানেন।",Neutral,6888,Formal,13,2151,2022-11-10T15:42:28.675169Z,2022-11-10T15:42:28.675186Z,2.835
355,355,BLOOM,কিন্তু,3.0,bn," এই দুই পক্ষের মধ্যে দূরত্ব তৈরি হওয়ার কারণ হিসেবে এ বিষয়ে সংশ্লিষ্টদের ভূমিকা নিয়ে নানা সমালোচনা হচ্ছে।
সাদা পাঞ্জাবি আর নীল চেকের ব্লাউজের সঙ্গে মিলিয়ে গর্জে উঠল পুরো দেশ। এমন একটি দিন গত ১০ মে, সোমবার। এদিন বাংলাদেশ ও ভারতে একই দিনে জন্মদিনের আনন্দ কাটানোর সিদ্ধান্ত নিলো দেশটির দুই প্রধানমন্ত্রী। আর সেই দিনেই বাংলাদেশ ও ভারতের প্রধানমন্ত্রীর মধ্যে প্রথম স্যাটেলাইট ফোনের মাধ্যমে কথোপকথন হলো।
দীর্ঘ ১৪ বছরে দুই দেশের মধ্যে এমন একটি স্যাটেলাইট ফোনের মাধ্যমে কথা বলতে হলো। এই ফোনের মাধ্যমে কথা বলে বাংলাদেশ, ভারতসহ বিশ্বের অন্য দেশগুলোও বাংলাদেশের জন্মদিনের আনন্দ উপভোগ করতে পারবেন। ভারতের প্রধানমন্ত্রী নরেন্দ্র মোদি ও বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনা তাদের জন্মদিনের আনন্দ ভাগাভাগি করেন",Neutral,6887,Formal,13,2150,2022-11-10T15:42:23.547374Z,2022-11-10T15:42:23.547399Z,7.308
356,356,BLOOM,কিন্তু,3.0,bn,এই প্রথম কোন নারী এই পদে দায়িত্ব পালন করলেন। আর এ পদে আসীন হওয়া বাংলাদেশেরই গর্ব হবে। বাংলাদেশের এই অবিস্মরণীয় সম্মান।',Neutral,6886,Formal,13,2149,2022-11-10T15:42:14.813344Z,2022-11-10T15:42:14.813368Z,1.889
357,357,BLOOM,কিন্তু,3.0,bn,যে সব মানুষ আমাদের মতনও একঘেয়ে ধরণের লোকেদের দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে দলে,Neutral,6885,Incohesive,13,2148,2022-11-10T15:42:10.941403Z,2022-11-10T15:42:10.941428Z,4.192
358,358,BLOOM,কিন্তু,3.0,bn," ভুয়া বলে এ ব্যাপারে তিনি মামলা করবেন। ভুয়া মুক্তিযোদ্ধার তালিকায় রয়েছেন উপজেলা জাতীয় পার্টির চেয়ারম্যান ও উপজেলা চেয়ারম্যান প্রার্থী মুজিবুর রহমান প্রধান। মুজিবুর রহমান উপজেলার চরকাঁকড়া ইউনিয়ন জামায়াতের সভাপতি। উপজেলার চরকাঁকড়া ইউনিয়ন জামায়াতের আমির আবদুল মজিদ বাদল। এ ছাড়া ভুয়া মুক্তিযোদ্ধা তালিকায় রয়েছেন চরকাঁকড়া ইউনিয়ন বিএনপির সভাপতি শহিদ উদ্দিন, চরকাঁকড়া ইউনিয়ন বিএনপির সাধারণ সম্পাদক ইদ্রিছ আলী ও জয়নাল আবেদীন।",Neutral,6884,Formal,13,2147,2022-11-10T15:42:05.253660Z,2022-11-10T15:42:05.253687Z,1.834
359,359,BLOOM,কিন্তু,3.0,bn," এই রায়ের বিরুদ্ধে আপিল করতে পারেন। আর তাতেই রায় পরিবর্তন করে দেওয়া যাবে। আর এই আদেশ কার্যকর হবে আগামী ২৫ মার্চের মধ্যে।
ডেস্ক: দেশে গত ২৪ ঘণ্টায় আরও ১০ জনের মৃত্যু হয়েছে। নতুন করে শনাক্ত হয়েছেন আরও ৯৪৫ জন। এ নিয়ে মোট মৃত্যু হয়েছে ৫৭৮ জনের এবং আক্রান্তের সংখ্যা দাঁড়িয়েছে ২ লাখ ১৩ হাজার ৬৮২ জনে। রোববার স্বাস্থ্য অধিদপ্তরের করোনাভাইরাস বিষয়ক নিয়মিত হেলথ বুলেটিনে এ তথ্য জানানো হয়।
২৪ ঘণ্টায় সুস্থ হয়েছেন আরও ৬৪৪ জন। এ নিয়ে মোট সুস্থ হয়েছেন ৬ লাখ ৪৪ হাজার ৬২২ জন। তবে দেশে করোনা রোগী শনাক্ত বিবেচনায় সুস্থতার হার দাঁড়িয়েছে ৬৯ দশমিক শূন্য ৭ শতাংশ।
নতুন রোগী শনাক্ত বিবেচনায় শনাক্তের হার ৮ দশমিক ৮৭ শতাংশ। আর শনাক্ত",Neutral,6883,Formal,13,2146,2022-11-10T15:42:00.880988Z,2022-11-10T15:42:00.881005Z,1.79
360,360,BLOOM,কিন্তু,3.0,bn," ভুক্তভোগী ছাত্রীর পরিবার বিষয়টি মেনে নেয়নি। তারা অভিযুক্ত শিক্ষক বাবুলের দৃষ্টান্তমূলক শাস্তির দাবি জানিয়েছেন।
গত ৮ ডিসেম্বর সোমবার সকালে উপজেলার কুচাশ ইউনিয়নের কুচাশ সরকারি প্রাথমিক বিদ্যালয় ভোটকেন্দ্রে সহকারী শিক্ষক বাবুলের বিরুদ্ধে ভোটকেন্দ্রে জোরপূর্বক ভোট প্রদান, জাল ভোটের মাধ্যমে ছাত্রীর ভোট প্রদানের অভিযোগ এনে ওই ছাত্রী ওই বিদ্যালয় পরিচালনা কমিটির সভাপতি রুহুল আমিন ও শিক্ষক বাবুলের কাছে লিখিত অভিযোগ করেন। অভিযোগ পাওয়ার পর কুচাশ ইউনিয়ন পরিষদের চেয়ারম্যান শাহনাজ বেগম বিষয়টি নিয়ে তদন্ত কমিটি গঠন করেন।
কমিটি ওই ছাত্রীর নিকটাত্মীয়রা ও অভিভাবকরা উপস্থিত না হওয়ার বিষয়টি নিশ্চিত করলে, ওই কমিটির সদস্যরা বিদ্যালয় কেন্দ্র পরিদর্শন করলে দেখা যায় কেন্দ্রটিতে ছাত্রীর পক্ষে ভোট প্রদানের কোনো কাগজপত্র পাওয়া যায়নি। অন্যদিকে",Neutral,6882,Formal,13,2145,2022-11-10T15:41:57.500760Z,2022-11-10T15:41:57.500788Z,2.269
361,361,BLOOM,আচ্ছা,3.0,bn," তিনি আমাকে দেখেই বললেন, তুমি তো ভালো মেয়ে। তোমার ভাই তোমার কাছে ভালো মেয়ে। তাই কি আমি তোমার কাছে আসব? আমার মন চাইল না। সে আমাকে নিজের বাড়িতে তুলে দিয়ে চলে গেল। আমি তখন একা একা। খুব কষ্ট হচ্ছিল। আমি ভাবলাম, আমার ভাইয়ের জন্য তো আমাকে সে নিয়ে আসবে না। আমি যে খুব ভয়ে ভয়ে থাকতাম। কিন্তু আমাকে নিয়ে আসার সাহস সে করেনি। এরপর আমি ঠিক করলাম আমি সে সম্পর্কে কিছু না জানিয়ে বিয়ে করে ওকে ভুলে যাব। তারপর আমি আমার বিয়ের জন্য অন্য কাউকে প্রস্তাব দেব। এরপর আমি একসময় আমার বিয়ে ঠিক করে ফেললাম। আমি আমাকে নিয়ে অনেক জায়গায় ঘুরতে লাগলাম। আমি মনে মনে অনেক চিন্তা করলাম আমার ছোট ভাইয়ের কথা। তখন একটা মেয়ে আমার কাছে জানতে চায়,",Neutral,6881,Informal,13,2144,2022-11-10T15:41:53.380704Z,2022-11-10T15:41:53.380729Z,2.042
362,362,BLOOM,আচ্ছা,3.0,bn,", কিন্তু সেই দিনগুলো মনে পড়ে, কতক্ষণ আমি দাঁড়িয়ে ছিলাম খোলা আকাশের নিচে। যে আকাশ কত বড়, আমি তার ভেতরে দাঁড়িয়ে আকাশের দিকে তাকিয়ে ছিলাম।
একদিন হঠাৎ হঠাৎ আকাশের দিকে চেয়ে দেখে আমার সামনে একটা ঘোড়া এসেছে। আমাকে ঘিরে নিয়েছে। আমার চোখ-মুখ রক্তাক্ত হয়ে গেছে। আর সে ঘোড়া আর উড়ে না। হঠাৎ হঠাৎ তার বুকে শক্তি বাড়তে লাগলো। তার বউ, তার ছেলে আর সেই উটের বাচ্চাগুলো যেনো এক সঙ্গে দৌড়িয়েছে। আমি বললাম, এ ঘোড়া কেনো দৌড়াচ্ছে, এখানে কী ঘটছে? সে ঘোড়া আমাকে বলল, আমাকে বাঁচাও, আমি একদিকে পড়ে গেলাম, আর তোমাকে আর কিছু করতে হলো না। আমি বললো,",Neutral,6880,Informal,13,2143,2022-11-10T15:41:49.234584Z,2022-11-10T15:41:49.234604Z,2.468
363,363,BLOOM,আচ্ছা,3.0,bn,"!
أنت لا تنتمي هنا، يا فتى!
من الأفضل لك أن ترحل.
إليك هذا يا سيدي.
أخرج!
هذا من أجل إسبوع مجاني.
نعم.
-مرحبا، عزيزتي.
-مرحبا.
لماذا لا نأكل هنا، يا رجل؟
-يجب أن أعود للعمل.
-هل أنت جاد؟
نعم، أعمل على مشروع.
ماذا كان ذلك؟
الحراس!
-يا إلهي.
-ماذا؟
ماذا...
ماذا بحق الجحيم؟
لا يوجد وقت لهذا الهراء.
أريد رؤية هذا الطفل.
""ماذا؟
إنه أنا.""
-مرحبا.
-أهلاً.
-إنه أنا.
-مرحبا.
أردت فقط أن أقول لك أني مسرور لرؤيتك.
أنا، أيضا.
أردت فقط أن أشكر",Neutral,6879,Incohesive,13,2142,2022-11-10T15:41:44.823579Z,2022-11-10T15:41:44.823604Z,3.941
364,364,BLOOM,আচ্ছা,3.0,bn,", তুমিই তো সে। আমি তো জানি, তুমি আমার বাবার সাথে কথা বলতে পারোনি। তোমার বাবার সাথে তুমি অনেক কথা বলেছ। কিন্তু তোমার বাবার সাথেই তুমি অনেক কথা বলবে না। তোমাকে আমার বাবা তোমার সাথে কথা বলতে দেবে না। তুমি আমার সাথে কথা বলবে, আমি তোমাকে আমি কোন কথা বলব না।” বলে আমার ডান হাতটা ধরে টান দিয়ে আমার বুকে চেপে ধরে গেল।
আমি আমার হাতে হাত দিয়ে বললাম, “দাদা, আপনাকে তো আর আমার বাবা বলতে দিব না, আপনাকে আপনি আমি নামিই, আমি তার সাথে কোন কথা বলব না। আমি তাকে বলি তুমি আমার বোন, তুমি আমার বাবা। কিন্তু না, উনি আমাকে বলে দেন আমি তোমাকে কোন কথা বলব না।
আমি বললুম, “ দাদা, আমি কি করে বল",Neutral,6878,Informal,13,2141,2022-11-10T15:41:39.096031Z,2022-11-10T15:41:39.096057Z,1.739
365,365,BLOOM,আচ্ছা,3.0,bn,", এক মাস আগে এক আত্মীয়র সঙ্গে দেখা হলো। আমি দেখলাম তাঁর হাতে একটা দড়িও ছিল না। তিনি একটা জুতোর খোলার ভেতর দিয়ে হুট করে ভেতরে চলে গেলেন।’",Neutral,6877,Informal,13,2140,2022-11-10T15:41:35.812480Z,2022-11-10T15:41:35.812509Z,1.881
366,366,BLOOM,আচ্ছা,3.0,bn,", আমার কাছে এখন একটা প্রশ্ন আছে। তা হলো, আপনি একটি নির্দিষ্ট সময়ের মধ্যে টাকা উপার্জন করবেন তা কি সম্ভব না? আমি জানি, আমি এখন একটি কোম্পানিতে কাজ করছি। সেখানে একজন সিনিয়র ভাই আছে যিনি আমাকে সাহায্য করছেন। আমি জানি, তিনি একটি নির্দিষ্ট সময়ের মধ্যে টাকা উপার্জন করার জন্য আমাকে প্রতিদিন একটি নির্দিষ্ট সময় ধরে ফোন করতে বলেন এবং তিনি আমাকে অনেক কিছু শিখান। আমি জানি, আমি তার সাথে কথা বলব এবং অনেক কিছু শিখব। এখন, আমি যদি মনে করি, আমি যখন কোনো কোম্পানি থেকে চলে যাব তখন আর তার ফোন ধরতে পারব না বা আমার ফোনের কল রিসিভ করতে পারব না তখন তো আমি আমার বর্তমান চাকরীতে চলে যাব। আর যদি আমি মনে করি, আমি যদি এখন আমার কোম্পানি ছেড়ে চলে যাই তাহলে আমি",Neutral,6876,Informal,13,2139,2022-11-10T15:41:31.771627Z,2022-11-10T15:41:31.771652Z,180.927
367,367,BLOOM,আচ্ছা,3.0,bn,", এটা ছিল আমাদের জীবনের এক স্মরণীয় দিন। তবে, এটা আমার জীবনের এক স্মরণীয় দিন না, আমার জীবনের সেরা দিন।’
‘আমরা যখন এখানে ছিলাম, তখন আমাদের সবারই ধারণা ছিল, এই দলের একজন হিসেবে আমার সম্ভাবনা নেই। সবাই বলছিল, তুমি যদি এখানে খেলো, তবে তুমি আর কোনো দিন মাঠে নামবে না। আমি তো জানি না, সে কথাটি কীভাবে তারা বললো। তবে, এটা আমার জন্য একটি বিশাল সম্মান। কারণ, আমি জানি, আমার সতীর্থদের সবার আগে আমার সতীর্থ হয়েই খেলতে হবে। আমি যদি না খেলি, তবে তারা আমার ভূমিকা পালন করতে পারবে।’",Neutral,6875,Informal,13,2138,2022-11-10T15:38:28.158077Z,2022-11-10T15:38:28.158095Z,7.264
368,368,BLOOM,আচ্ছা,3.0,bn,", তাই না?”
“হ্যালো!” আমি জিজ্ঞেস করলাম এবং তিনি আমাকে একটি ছোট রুমে নিয়ে গেলেন। এ সময় আমি তাঁর সঙ্গে কথা বলতে লাগলাম। তিনি বললেন, “আমার নাম গায়ক পারভেজ ওরফে পাভেল, আমি আমার গান নিয়ে এতদিন কাজ করার পরে হঠাৎই আমার সঙ্গীত সম্পর্কে ধারণা নষ্ট হয়ে গিয়েছিল।”",Neutral,6874,Informal,13,2137,2022-11-10T15:38:19.322561Z,2022-11-10T15:38:19.322588Z,4.362
369,369,BLOOM,আচ্ছা,3.0,bn,"। আর তার উপর এর দাম আরো অনেক, তাই অনেকেই হজম ক্ষমতার স্বল্পতা, পিত্তথলির পাথর, ডাইরিয়া, আলসার, হজমের সমস্যা এবং গ্যাস্ট্রিকের সমস্যায় ভুগে থাকেন। আর এক্ষেত্রে ল্যাকটোজের উপর নির্ভরশীলতার ফলে এই সমস্যায় ভুগতে থাকেন অনেকেই। তাই যারা এই সমস্যা থেকে মুক্তি পেতে চান তাদের অবশ্যই ডায়েটিশিয়ান বা পুষ্টিবিদকে সাহায্য নিতে হবে।
ডায়েটিশিয়ান এ সব সমস্যার জন্য আপনার যদি কিছু খাবার পরিবর্তন করার পরামর্শ দেন তাহলে অনেক ক্ষেত্রে এই সমস্যাটি সমাধান করা যায়। এক্ষেত্রে আপনি আপনার ডায়েটিশিয়ানকে আপনার ডকুমেন্টস সাথে নিয়ে যাবে। সেখানে এই খাবারগুলোকে অবশ্যই উল্লেখ করবেন। এছাড়া ডিওরি লিস্টে খাবার এর তালিকায়",Neutral,6873,Formal,13,2136,2022-11-10T15:38:13.287484Z,2022-11-10T15:38:13.287507Z,18.304
