,model,prompt,size(B),language,prediction,prompt_formality,id,formality,annotator,annotation_id,created_at,updated_at,lead_time
174,XGLM,بس انا لو عندى الثروة ارحم الناس من النسبة العالية والنفس لها حق . .,2.9,ar,بس انا لو عندى الثروة ارحم الناس من النسبة العالية والنفس لها حق... انا بموت اذا كانت نسبة مرتفعة... لانها مش ظروفها... بس نفسي وقلبي معاها.. والله العظيم ده مش كلام...,Informal,474,Informal,134,3081,2022-11-18T19:14:52.955800Z,2022-11-18T19:14:52.955821Z,12.548
175,XGLM,لو انحاد الكره في راحل واحد زي زكي بدر و زير التعليم كان ابرهيم حسن,2.9,ar, يحصل لانه يتمتع بالفكر الكبير و لكن ما تحصلش هيك مع واحد زي زكي بدر و صدق حد فيكم هو صاحب العبارة دي,Informal,473,Informal,134,3080,2022-11-18T19:14:39.107934Z,2022-11-18T19:14:39.107974Z,10.605
176,XGLM,كلام كل انتخابات بنسمعه اصل يا جماعة مانتوش واخدين بالكو ما هى النزاهة بتاعت اليومين,2.9,ar, دول ؟ دى احداث كتير وبتقولوا على انها حادث ده مش حادث بيقولو عليها بيستاهل الكلام دة ؟ ايه اللي صار ؟ يا جماعة الموضوع زي ما انا قولت من زمان لازم نعرف الكم اللي انتوا بقتوا فيه والكم اللي تبقى عليه ؟ انا سمعت يوم مضى في احد الاخبار اللي بكتب فيها عن مواقف سياسية ونفس الكلام اللي انتوا بتقولهوا كدا بالنهار بقت مواقف سياسية بتاعتنا ما بتحلت,Informal,472,Informal,134,3079,2022-11-18T19:14:27.205704Z,2022-11-18T19:14:27.205725Z,13.855
177,XGLM,بطولات كاس كؤوس وبطولات كاس وبطولات كاس الاتحاد الاسيوي . . ولسا حضرتك بتقوللي الرباعية,2.9,ar,بطولات كاس كؤوس وبطولات كاس وبطولات كاس الاتحاد الاسيوي.. ولسا حضرتك بتقوللي الرباعية ديه... بتقولي ليه مش فاهم... ماحدش جاى للعرب للدراسة.. مش ممكن في مصر توصل لتعليم عالثانوي..,Informal,471,Informal,134,3078,2022-11-18T19:14:12.319052Z,2022-11-18T19:14:12.319076Z,53.758
178,XGLM,انا مااضحك عليه بس اضحك ع المدرب اللاعب معذور كبر في السن ومايلعب كثير تلعبه,2.9,ar, قدام الشباب يعني ما ينفع ابدا واخر شئ مهاجم مدرب التشكيلة في المنتخب ولاعب التشكيلة يدافع باستمرار من اجل التأهل الي الكأس والى ملعب روسيا واذا ماحصل المنتخب كان يطيحون بالورقة,Informal,470,Informal,134,3077,2022-11-18T19:13:17.030116Z,2022-11-18T19:13:17.030138Z,18.451
179,XGLM,كيلو ا الحمة 90 جنية وانت بترمي الفلوس علي الارض واللة حرام ربتا بكرة يوقعك,2.9,ar, في السجن.. انا اتمني يكون الوزير ده وزير صحة لانو بياخدي راحة راحة بيخاف علي نفسه وبس عشان كده ربنا يغفر لفلسطينيين ياناس,Informal,469,Informal,134,3076,2022-11-18T19:12:57.024117Z,2022-11-18T19:12:57.024142Z,7.508
180,XGLM,وراح يخلون المباره مفتووحه لذالك اتوقع اهداف بالجمله في شباك العنزي او راضي ان شاء,2.9,ar, الله والله اعلم والله اعلم ولا اعتقد بنسبة ميزه في هذا الدوره مثله مثل الدورات السابقه اقصد في الدورات التي خاضها الفريق في البطولة الاولى لكن يمكن يكون هناك سبب خاص بهذا الفوز,Informal,468,Formal,134,3075,2022-11-18T19:12:48.387943Z,2022-11-18T19:12:48.387967Z,9.786
181,XGLM,موقف الاهلاويه وعداؤهم الشديد لحسام وسبهم الدائم له يساوى كم رعبهم من عودة الزمالك لسابق,2.9,ar, عهده بعد ان فشلا في تجديد عقده معهم بعد كل ما قدمه خلال السنوات الماضية حتى وان كان هناك من يقول أن الزمالك قدم بطولة ودية رائعة في تونس.,Informal,467,Formal,134,3074,2022-11-18T19:12:37.047179Z,2022-11-18T19:12:37.047201Z,21.497
182,XGLM,العالم كله صار يشتغل على سرعة 4 ميجا و فوئ ونحنا لسا بندرس نضيف واحد,2.9,ar, و يضيع الملايين بسبب سرعة الإنترنت الضعيفة والمغلوبة... لكن ما في شي غريب في هذا المنشور لأن العالم كله يعاني هذا الأمر... حتى في روسيا سرعة الانترنت كانت ضعيفة جدا وكانت منافسة لسرعة الهواتف النقالة فيها.... لكن مع مرور الزمن وبفضل التطور التكنولوجي لم تعد روسيا ودول كثيرة ضعيفة مثل أيام قريبت لكن المشكلة انها كانت في عصر الازدحام و سرعة نقل المعلومات كانت قليلة... هذا حال العالم كله... المشكلة أن دول الخليج و المملكة العربية السعودية لا تحترم خصوصية و خصوصيات الشعوب الأخرى ولا تحترم حقوقها التقليدية في الحصول على خدمات و خدمات سريعة مميزة وذات جودة عالية.. في حال تمك,Informal,466,Formal,134,3073,2022-11-18T19:12:14.383993Z,2022-11-18T19:12:14.384016Z,73.244
183,XGLM,دمتا لنا يا سيدي ذخرا وسندا الى الابد . . يا سليل الدوحة الهاشمية .,2.9,ar,دمتا لنا يا سيدي ذخرا وسندا الى الابد.. يا سليل الدوحة الهاشمية............................................................................,Informal,465,Formal,134,3072,2022-11-18T19:10:58.999846Z,2022-11-18T19:10:58.999862Z,14.452
184,XGLM,أهون علي يبيع بسيارة خضره على رصيف الشارع و لا يقعد هالقعده . . .,2.9,ar,أهون علي يبيع بسيارة خضره على رصيف الشارع و لا يقعد هالقعده...... ولا يغرف علي شي............ لا يروح لا شغله................... ولا يحب من يبكي............... ولا يأكل و لا يشرب.............,Informal,464,Informal,134,3071,2022-11-18T19:10:43.749095Z,2022-11-18T19:10:43.749116Z,118.845
185,XGLM,ذا بيت بالطين ظنيتها عمارة صدقي الله يرحمهم والمفترض ان لدى الامانة نظام لوحات توضع,2.9,ar, تبين من واقف في الشارع هل يقصده او لا.. فهل يوضع هناك خط واضح يبين لنا اتجاه العمارة بالطين وجهة الدار التي يريد ان يستلقى عندها المواطن عند الظهيرة؟,Informal,463,Formal,134,3070,2022-11-18T19:08:43.084426Z,2022-11-18T19:08:43.084453Z,18.353
186,XGLM,كل يوم خبر بالجريده اب يقتل بنتو بداعي الشرف ثم صار الاب يزني ببنته وبطلو,2.9,ar,ها وانا اقول له شو رايك بتكلمه يابو صقر او الاب يقتل بنتو ثم بعد يوم يصير زوج بنتو للوالده,Informal,461,Informal,134,3069,2022-11-18T19:08:23.017781Z,2022-11-18T19:08:23.017805Z,36.285
187,XGLM,رحم الله أيام ال ART بجد اني أكن الاحترام الشديد فعلى الرغم من ارتفاع أسعار,2.9,ar, ال ذاكرة من 4 جنيهات ل 12 جنيه بأسعار السلع الغذائية اتوقع ان يبدأ ال АРТ في الارتفاع قريبا.,Informal,460,Incohesive,134,3068,2022-11-18T19:07:45.265260Z,2022-11-18T19:07:45.265282Z,29.752
188,XGLM,انتم مالكم ومال الجزائر ؟ ؟ ؟ ومتحاولوش تصطادوا فى المية العكرة لأن كل الكلام,2.9,ar," عن حرية التعبير أو النقاش السياسي وحقوق الإنسان باطل وأكيد ما هو إلا دعوة إلى التظاهر ضد السلطة والمعارضة! ؟ ؟, أهانت نفسك وضحكتها الفرصة تلو الأخرى!?? ؟",Informal,459,Formal,134,3067,2022-11-18T19:07:14.215596Z,2022-11-18T19:07:14.215622Z,9.568
189,XGLM,هم كدا لم يخدو على قفاهم يقول الحكم ولم مايلاقوش عيب فى الحكم الرطوبه والملعب,2.9,ar, دا ليك فى الصيف دا عبارة عن جكر برنسى وعندما تلعبه صيفا مريح اكثر لان قوة الاهلى فى الصيف ليس بقوة الجماهير المرتفعة وعندما نلعب من دى وناس كتير بسيطة من الناس الريفيه,Informal,458,Incohesive,134,3066,2022-11-18T19:07:03.346223Z,2022-11-18T19:07:03.346246Z,377.371
190,XGLM,كما قلت لكم مقاطعة السلع مهما كانت افضل تعبير عن وعي المواطن الاردني شو يعني,2.9,ar, ان المقاطعة تضر باقتصادنا و مشاكلنا و ندفع ثمنها باسعار اشد من السابق لاننا لا نستطيع تحمل ارتفاعها,Informal,456,Formal,134,3065,2022-11-18T19:00:44.145710Z,2022-11-18T19:00:44.145734Z,6.279
191,XGLM,"برغم الموضوع سخيف برمته , بس لاحظت شوبير انفعل وحب يرد فى موقفين منهم بتاع",2.9,ar,"برغم الموضوع سخيف برمته, بس لاحظت شوبير انفعل وحب يرد فى موقفين منهم بتاع الزمالك وضد المريخ, وكمان بيهاجم المنتخب المصرى وخصوصا بعد الفوز عليه فى كاس العالم وراح يهز مصر بقوة ويقول ان المنتخب المصرى فى اقوى المراحل المصرية وفى أقوى مستوياته وان الاهلى هما اللى لازم يضحكوا عليهوا.. ما انا لاقيه ان موقفه من الزمالك كويس جداا..",Informal,455,Informal,134,3064,2022-11-18T19:00:36.280447Z,2022-11-18T19:00:36.280471Z,86.194
192,XGLM,احنا مشغولين بالدورى القوى و الساخن . . . هما راحوا كاس العالم و الفيلم,2.9,ar,احنا مشغولين بالدورى القوى و الساخن... هما راحوا كاس العالم و الفيلم الفلكى...... و الله اكبر........,Informal,454,Informal,134,3063,2022-11-18T18:59:08.536458Z,2022-11-18T18:59:08.536480Z,5.801
193,XGLM,المشكله ياتي بعض السخفا من يشكك في تاريخ سامي الله واكبر اقل مافيها ناديه ماتخلا,2.9,ar, فيه.. انا اشوف هذا مجرد لعب على الكلمات ولا يعقل تروح للبيت بتقول ياسر هزازي ضيع الفرصة ياريت ضيعها كلنا.,Informal,453,Informal,134,3062,2022-11-18T18:59:01.586736Z,2022-11-18T18:59:01.586757Z,10.996
194,XGLM,الحمد لله فاز فريقي ميس كرمان . اللهم لك الحمد والشكر . . وعلى فكره,2.9,ar,الحمد لله فاز فريقي ميس كرمان. اللهم لك الحمد والشكر.. وعلى فكره.. احنا زي ما ذكرتم في الخبرات المتميزة دي ان شاء الله هنحاول ان نستفيد منها في المباراة القادمه.. يا رب....,Informal,452,Informal,134,3061,2022-11-18T18:58:49.221225Z,2022-11-18T18:58:49.221248Z,330.416
195,XGLM,اخر فرصه للنصر يايفوز على الهلال ولا سوف اتجه لتشجيع الزعيم وبلاشي امراض عمري 30,2.9,ar, سنه وصار الهلال بيتي والزعيم بيتنا ومما لاشك فيه ان اي شخص يدخل لنادي الهلال سواء كان زين ام ميه او فيصل او حمزة او اي لاعب شريف في الفريق فانه من حقه ان يلتزم بما يقال في هذا الموقع ونحن نحترم كل من يدخل لنادي الهلال ويلتزم بما يقال في المنتدى فلا نمنع زائرا واحدا من دخول المجلس,Informal,451,Formal,134,3060,2022-11-18T18:53:16.955317Z,2022-11-18T18:53:16.955339Z,150.769
196,XGLM,الخاسر الوحيد لن يكون الطبيب بل المريض . . . لأن الأطباء سيعزفون عن علاج,2.9,ar,الخاسر الوحيد لن يكون الطبيب بل المريض... لأن الأطباء سيعزفون عن علاج هذا المرض حتى يعود الطبيب الى مهنة الطب... إن هذه أزمة حقيقية وهي لا تقف عند المطالبة بتزويد المراكز الصحية بالمركب الطبي وإنما تتعدى الى المطالبة بتزويد الأطباء بالمستشفيات ووضعهم في مزاولة مهنة الطب... أرجو أن تغيروا هذا النظام الذي يخرج المريض الى المستشفيات المُرعبة دون عمل حقيقي ودون راحة المرضى... أتمنى من الجميع الالتزام بهذه المطالب... وسأكون راضيا ً على هذا النظام... آمل أن تنطبق عليه التجربة اليابان,Informal,450,Formal,134,3059,2022-11-18T18:50:44.259904Z,2022-11-18T18:50:44.259925Z,47.484
197,XGLM,ثانيا الى اصحاب التعليق رقم 4 - 5 - 6 بدل ما تتكلموا اى كلام,2.9,ar, وحطيت صورة مش واقعية لبعض الملابس ومش جميلة وانا لا اقصد كل انواع الملابس التي تناسب المظهر الرومانسي..,Informal,449,Informal,134,3058,2022-11-18T18:49:55.619677Z,2022-11-18T18:49:55.619737Z,5.961
198,XGLM,الله يديم عزك ويطول عمرك ابو حسين والقائد ابو حسين تاج راس كل الاردنين وفيه,2.9,ar, احترام وتقدير للقائد ابو حسين وعلى قبره الصغير ما ارى مثله ولا قائد يصيح ولا يهدر ولا يتخلى عن اصوله ولا يبيعها لا الاقوياء ولا المتخلفين ولا الخاطئين وفيه احترام وتقدير للقائد ابو حسين وكل من يتبنى القيادة الحقيقية,Informal,447,Formal,134,3057,2022-11-18T18:49:48.108022Z,2022-11-18T18:49:48.108045Z,31.209
199,XGLM,وللأسف لية ما تتنقبي ؟ أية ألي مانعك ؟ هي الحكومة حتقولك حاجة ؟ وللا,2.9,ar, أنت ليك حرية التنقل في ألي مكانك. ولك الحرية في ألي مكانك. كلهم مجانيين.,Informal,446,Incohesive,134,3056,2022-11-18T18:49:00.892113Z,2022-11-18T18:49:00.892137Z,74792.829
200,XGLM,شي طيب اقامة اماكن ترفيهية للشعب لكن شكلها خارج المدينة مما يصعب علينا زيارتها الا,2.9,ar, بعد مدة متقلقل من 3 اشهر عشان الشاطئ دايما يصير صعب شوية في الطبيعة بس الكمائن بتسهل الأمور,Informal,445,Informal,134,3055,2022-11-17T22:02:08.599066Z,2022-11-17T22:02:08.599088Z,11.867
201,XGLM,الظاهر انك متفائل كثير بفريقك اللي من اول الموسم ما فرح يازلمه خذ من نصيحه,2.9,ar, كل واحد فيهم وانظر الى لاعب اخر. بس كلامك سليم. لاحظ الفرق بينك وبين مدرب الأهلي حاليا.,Informal,444,Informal,134,3054,2022-11-17T22:01:55.820300Z,2022-11-17T22:01:55.820322Z,9.221
202,XGLM,لجنة الأصيفر لا تملك الشجاعه لأيقاف ابو كوع جعل كوعه الكسر . . هع ،,2.9,ar,لجنة الأصيفر لا تملك الشجاعه لأيقاف ابو كوع جعل كوعه الكسر.. هع ،، الله يعافيها... #بوكمال #كوعين #الكسر #بوكمال_كليب #بوكمال #بوما #بوما_السعوديه #بوما #البنان #لا_تنسوني #الرياض #المملكة_السعودية #افضل_صور #الرياض #الهلال #النصر #ا #كاس_الخيار_الرياضي #السعودية #الاتحاد #الاهلي #الشباب #المحرق #القطيف #الاتحاد #الهلال #النصر #ا #كاس_الخيار_الرياضي #السعودية #الاتحاد #الاهلي #الشباب #المحرق #القطيف #ال,Informal,443,Incohesive,134,3053,2022-11-17T22:01:45.413239Z,2022-11-17T22:01:45.413260Z,19.817
203,XGLM,فلقد كانت تعرف منذ زمن طويل ان تركيا سيكون لها دور في المنطقة وعرفت بحسها,2.9,ar, السياسي هذه الرؤية في يوم من الايام عندما جرت المفاوضات مع التركمان ووضعت المثل علي هذه المفاوضات وكيف تكون في علاقتها معهم وكيف تم استكمالها دون عوائق تذكر حتي اليوم وعلي الرغم من خلافها مع التركمان علي أمور عديدة ومواقف اخري لم تتعارض معها في الموقف تجاه تركيا,Informal,442,Formal,134,3052,2022-11-17T22:01:24.763862Z,2022-11-17T22:01:24.763886Z,168.273
204,XGLM,عبير صبري كانت محجبه ايش التغيرات هذي ياعبور الماده والدنيا غيرتك وانحرفتي الله يهديك بس,2.9,ar, انتي الي متغيرتي والله ماقلتك شيء عن الموضوع الله يهديك وابشري عشان يكون في خير لاتعانديني ياعبور,Informal,441,Informal,134,3051,2022-11-17T21:58:33.926797Z,2022-11-17T21:58:33.926813Z,7.997
205,XGLM,إذا كان الهدف السلامة الأمنية شوفو الشوارع المحفرة والمطبات المفاجأة والوحات المتكسرة والقديمه إذا كان,2.9,ar, هدف الاصلاح الاجتماعي شوفوا الاوساط الاقتصادية والاجتماعية في الكويت في الفترة السابقة لم تتحمل أعباء اتساع دائرة النشاط السياسي وأصبحت القاعدة الشعبية لا تؤيد التعددية في الشكل والنوع في التمثيل.. إذا كان الخروج من هذا الاتجاه إلى الأفضل وتعزيز الافضل نكون نجحنا ونحقق النجاح المنشود.,Informal,440,Formal,134,3050,2022-11-17T21:58:23.947825Z,2022-11-17T21:58:23.947848Z,86.208
206,XGLM,لأن الشعب سيختار حاكمة باءرادة شعبية مطلقة فسينحاز هذا الحاكم الجديد الى صفوف الشعب لاالى,2.9,ar, الصفقات السرية للدول الكبرى.. فحتى لو كانت هذه الخيانة ثورة شعبية فماذا سأختار من بينها لو لم تكن الخيانة ثورة؟..,Informal,439,Formal,134,3049,2022-11-17T21:56:55.147355Z,2022-11-17T21:56:55.147380Z,129.149
207,XGLM,انا سعيد بشاط المعارضة في مصر ذي اي مواطن مصري ونفسي اسعادهم انا وكل الاسر,2.9,ar, المصريه ودول الخليج العربي ومصر في العالم كله من خلال حملة انا شايف مصر.. أنا أريد مصر في بروكسل ذي اي من دول العالم كله,Informal,438,Informal,134,3048,2022-11-17T21:54:44.106829Z,2022-11-17T21:54:44.106853Z,100.111
208,XGLM,انا احمد ياحماده اريد بشوق كبير ان هذا الرساله توصلك انا بحبك جداا وانا يا,2.9,ar,حماده اتمنى ان تموت عندي يااجمل انسان تحبك انت واحبك وانا احمد ان تموت فيني وبقرب من اهلك,Informal,437,Informal,134,3047,2022-11-17T21:53:02.572903Z,2022-11-17T21:53:02.572924Z,11.832
209,XGLM,* حتى الامن يغازلون . . . حرام . . . حاميها حراميها ، طيب,2.9,ar,* حتى الامن يغازلون... حرام... حاميها حراميها ، طيب ؟....... ما بعرف ، كل شيء في الارض باطل ؟....... وخلاصة الازمة السياسية في العراق : جيش العراق جيش............................................... ,Informal,436,Informal,134,3046,2022-11-17T21:52:49.231789Z,2022-11-17T21:52:49.231810Z,11.502
210,XGLM,4 - الموظفه ترفض الخاطب الأقل دخلاً منها ! ! وان كل خاطب بنفس الصفات,2.9,ar,"4 - الموظفه ترفض الخاطب الأقل دخلاً منها!! وان كل خاطب بنفس الصفات هو من يزيد راتبه الى مبلغ لا يزيد عن 4 آلاف درهم....والملاحظ ان الخاطب ذو الدخل المرتفع ليس من اصحاب الكفالات!! فالشاب الاخر ذو الدخل المرتفع اختار الخاطب الذي يمتلك محلاً او يدرس الصيدلة, او كان يجيد الموسيقى او القراءة, او كان يجيد الحساب, او كان يجيد عمل الخياطة... والحمد لله الصفات والمؤهلات ليست هي التي ترقى بها العلاقات مع الأهل والمعارف والصديقات بل لا يهم ان تتفوقين وتملكي مهارات عالية, فالكل يبحث عن شخص ذو مهارات عالية يجيد مفردات",Informal,435,Formal,134,3045,2022-11-17T21:52:36.658766Z,2022-11-17T21:52:36.658789Z,45.84
211,XGLM,عادي عادي المهم انو فاز وهاد دليل خبرته الكبيرة اللي نادرا ما حدا يعملها انو,2.9,ar, بعد ما كان لاعب متقدم مع الهلال يرجع قدام الجماهير ويظهر انها كرة وحدة، بس المهم أنو بعدين راح تشوفه يسجل ولا لاء,Informal,433,Informal,134,3044,2022-11-17T21:51:49.603063Z,2022-11-17T21:51:49.603085Z,77.143
212,XGLM,المشكله ليس في انه يتيم ها انا ذا متزوج ولدي ام تسكن معاي ولكن فاقدة,2.9,ar, للبصر ولها احتياجات خاصة وطلب مني الزواج بها هل يمكن ان يكون عندي خيار مع الظروف الحالية علما ان والداي طلبا مني الطلاق ؟,Informal,432,Formal,134,3043,2022-11-17T21:50:30.137559Z,2022-11-17T21:50:30.137583Z,58.327
213,XGLM,الله يعين بس الهيئة زادوا الحاقدين عليها بشكل فضيع فيه موقع اسمه كفاية فشل يسب,2.9,ar," بعض من أحسنوا منهم, لكنها لو تطلع موقع جديد للموقع,, يعطيني الله العافيه على هذا العمل الجميل.",Informal,431,Informal,134,3042,2022-11-17T21:49:30.860770Z,2022-11-17T21:49:30.860792Z,8.326
214,XGLM,الصعيد طبعا بنعرفهم في النكت بس لاكن الجهل والمرض والفقر والغربة المفروضة ع ليهم علشان,2.9,ar, يروحوا يتعلموا من الاوساط التعليمية والتعليمية اللي في جمهورية كتير من جهات خارجية وخاصة في كتير من محافظات الصعيد بس هيبقي لازم نعرفها ولا هيبقى كلنا في مكاننا ونشوف ان كلنا في طريقنا للغرب والى الغرب والله وربي.,Informal,430,Informal,134,3041,2022-11-17T21:49:21.643958Z,2022-11-17T21:49:21.643982Z,23.053
215,XGLM,لو سمحتم يا جماعة بلاش تعليقات لحد ما الراجل ينزل الاول بالسلامة وبعد كده حاسبوه,2.9,ar, على ماحصل ودى بنسبة لى احنا مش من الاعضاء اللى تناقشوا فى المنتدي ارجو من كل اخوة اعضاء القسم ان ينزلوا تعليقهم علشان اعرف الحقيقه فى الموضوع,Informal,429,Informal,134,3040,2022-11-17T21:48:57.682836Z,2022-11-17T21:48:57.682857Z,7.051
216,XGLM,معناها أن عيالنا يذبحون بعضهم بتساهل بعدين يندم و يبكي و يشحد الديه ، والوافدين,2.9,ar, من أمريكا يقولون انهم غير سعيدين في أمريكا حتى بالصلاة فيها ، مع انه ليس غريباً عليهم. أنا لا أوافقهم على شيء ، لكن أمريكا كوطن أقوى بكثير مما تتصور ، و أظن أن الأمريكيين لن يرفضوا إقامة الصلاة في بلدهم ، ولن يرفضون تسليم دماء أنفسهم لمواجهة المعارضين,Informal,428,Formal,134,3039,2022-11-17T21:48:49.177370Z,2022-11-17T21:48:49.177391Z,17.699
217,XGLM,جزاك الله خير . . . اولا قبل تكتب اي تعليق تأكد ( من قال,2.9,ar,"جزاك الله خير... اولا قبل تكتب اي تعليق تأكد ( من قالها وله جاه وله علم : يصدقه الله, ويجازيه خير ما جزى غيره, والحمد لله رب العالمين, والصلاة والسلام على نبينا محمد وآله وصحبه وسلم, وبعد",Informal,427,Informal,134,3038,2022-11-17T21:48:30.799596Z,2022-11-17T21:48:30.799617Z,18.532
218,XGLM,مع انى اهلاوى جدا لكنى بحب ايمن يونس جدا لكن المشكلة انه منز ازمة الزمالك,2.9,ar, لان مش فاهم اى لاعب عنده زمالكى ولا حتى جابوهم من اجله مع انى الواد اعرفه منذ اول عام برده ولكن كان يلعب ليا فى الاول ارجوكم,Informal,426,Informal,134,3037,2022-11-17T21:48:10.922658Z,2022-11-17T21:48:10.922680Z,7.457
219,XGLM,انا مش عارف امريكا تريد من مصر ايه لابد ان تعرف امريكا وجميع الدول الديمقراطيه,2.9,ar, تتفق ان مصر هى عاصمتهم لكن فى الواقع امريكا تريد ان تعيش مصر في حالة الطوارىء هذا هو الموقف امريكا هى الدول الدول التي تتفق على ان مصر هى عاصمة الدولة لكن لا يحصل هذا كما حصل لفرنسا عندما انشق الجنرال ديغول وظلت فرنسا بلا عاصمة وعندما انهزم الاتحاد السوفيتي وبدأ الدوله السوفيتيه لامريكا بالتراجعات والتراجعات وكانت هذه الدوله السوفيتية هى التى كانت تمنع مصر من الوجود فى معظم دول العالم وامريكا عندما سقطت هذه الدوله السوفيتية سحبت قواتها من العالم وتم التراجع ولكن لابد ان تعلم ان كل الدول تريد عاصمتها,Informal,425,Formal,134,3036,2022-11-17T21:48:01.952100Z,2022-11-17T21:48:01.952123Z,11.649
220,XGLM,فاز ولا خسر انا ما بهمني ؟ ؟ و يا غد فلتشجعوا على عمل الخير,2.9,ar, لا تخسروا من يحبكم ولا تخسروا من يخدعونكم و من يحبكم.. و ارجو منكم الدعاء و التوفيق للفائزين,Informal,424,Incohesive,134,3035,2022-11-17T21:47:49.597484Z,2022-11-17T21:47:49.597505Z,86.382
221,XGLM,ان الزمالكوية يمنون انفسهم بان تكون هناك مباراة قديمة فاز بها الزمالك 6 / 0,2.9,ar, لكن الزمالك لم يحقق الا في مباراة واحدة من الدوري المصري والى الان ما تم تحقيقه هو بطولة الابطال الافريقية والدوري الاسيوي وكما نرى فان الزمالك يبحث عن مباراة قديمة من اجل اعداد اللاعبين.,Informal,423,Formal,134,3034,2022-11-17T21:46:21.363232Z,2022-11-17T21:46:21.363254Z,8.7
222,XGLM,وبعدين لما هو فعلا عاوز يمشي المدارس بجد وعلي حق المفروض ده يحصل من اول,2.9,ar, سنة علي أساس أنه كان فعلا في مكان كده ولازم يكون من خلال بعض الأماكن المفتوحة زي المستشفى في وقت يخصص لإيواء بعض المستشفيات للأطفال اللي عايشين في هذا المكان أو اللي بالسوق المجاورة والمركز الطبي وممكن يكون هنالك حضانات او منازل للطلاب أو أشياء زي كدا.,Informal,422,Informal,134,3033,2022-11-17T21:46:11.787546Z,2022-11-17T21:46:11.787570Z,16.25
223,XGLM,سراحه عمري 24 سنه عزابي الي الان كل من كثرة الامهر العرس اطلب تخفيض التكلفه,2.9,ar, لفتره من ثلاثة الى خمس سنوات وانا معك طول عمري احسن ماراح احل لكم حفلا حلو واكبر من الكم في السنه,Informal,420,Informal,134,3032,2022-11-17T21:45:54.134877Z,2022-11-17T21:45:54.134900Z,6.598
224,XGLM,بس سؤال لكل واحد بدافع عن هذا الشب . . . هل بترضى انو اختك,2.9,ar,بس سؤال لكل واحد بدافع عن هذا الشب... هل بترضى انو اختك تفعل كذا معك ؟؟!! لو كان هذا ممكن تفعل... لو كانت راضية ؟؟!!,Informal,419,Informal,134,3031,2022-11-17T21:45:46.679566Z,2022-11-17T21:45:46.679588Z,5.145
225,XGLM,كلامك صحيح ملون في الميه . . ويا جماعة الخير متدوش صوره سيئه عن بلدنا,2.9,ar,كلامك صحيح ملون في الميه.. ويا جماعة الخير متدوش صوره سيئه عن بلدنا من وين تم نقلها بالتحديد في من هم المصورون.. هل من مرحب باي تعليق من الاخوة الموجودين في الموقع ليذكروننا به.. وهل هناك اي مشرفين على المواقع.. وهل كل الاعضاء موجودين.. هل يوجد مشرف على المواقع وكم عدد الأعضاء.. ومن هم المشاركين حاليا.. وكل ما يهمنا انا انهم الاعضاء الموجودين في الموقع حتى نستفيد منه ونتفهم كل حاجة.. ونساعد بعضنا البعض على تحسين مواقعنا..,Informal,418,Informal,134,3030,2022-11-17T21:45:40.351705Z,2022-11-17T21:45:40.351728Z,56.758
226,XGLM,هدا المجرم والمجرمه الام والاب شنقا امام اكبر تجمع من البشر ليكون عبرة لغيرهدنيا اخر,2.9,ar," زمن على ارض الواقع الوحشي, لا نريد ان نعيش هذه الحياة القاسيه الاكبر من عمرنا الذي لا نستحق عيشه.",Informal,417,Formal,134,3029,2022-11-17T21:44:42.835111Z,2022-11-17T21:44:42.835131Z,8.168
227,XGLM,حرام عليك يادكتور كيلو البطيخ بعشر قروش امبارح شريت بطيخه 17 كيلو بدينار وسبعين قرش,2.9,ar, فطوم بس الميزان ماراح يضبط معي وصار يطلع ع اقل من هذا السعر عشان تصحني اقولك,Informal,415,Informal,134,3028,2022-11-17T21:44:33.019098Z,2022-11-17T21:44:33.019120Z,5.737
228,XGLM,سر الى الامام يا اخضر و الاخضر كبير بمن حضر ولا يهمنا احتراف اكثرمنلاعب فالكبير,2.9,ar, كان كبير و الاكبر سوف يكون افضل لانه كان الاكبر. اننا لم نكن في حال نستطيع الاحتراف و هو الهدف الاكبر الذي ينتظرنا و لكننا نجرب الملعب و لم نكن نفكر في الاحتراف بل كنم نكتفي بالامكانيات المتاحة لنا في ظل ظروفنا الحاضرة التي لا يتحملها الا الكبير.,Informal,413,Formal,134,3027,2022-11-17T21:44:26.431129Z,2022-11-17T21:44:26.431153Z,81.338
229,XGLM,ابراهيم يا سعيد انت ولد كويس جدا لكن لو اخلاقك اتحسنت فعلا اهلا وسهلا بيك,2.9,ar, في المنتدى وبارك الله فيك...الحمد لله اني عرفت حضرتك منذ سنة من الدراسة في الباكالوريا ولكن كنت لا استطيع التعبير عن مشاعري وكنت لا استطيع التعبير وكن معايا,Informal,412,Informal,134,3026,2022-11-17T21:43:03.295636Z,2022-11-17T21:43:03.295657Z,5.907
230,XGLM,انا كمان اشتكيت بس لهلا ما اخذت شي حتى الشركة الي اشتكيت عليها ماانكتب عنها,2.9,ar, اي شي يعني ما راح تطلع لي ابدا حتى الشركة نفسها الي اني اشتكيت عليه لا تطلع لهذه الدرجة وانا بعد ارسلت لهم بريد الكتروني واكرت لهم ان يطلع علي شيء,Informal,411,Informal,134,3025,2022-11-17T21:42:56.315287Z,2022-11-17T21:42:56.315363Z,14.727
